종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"009900","명신산업","KOSPI",,"30800","-50","-0.16","31200","32450","30550","872683","27507277900","1255996896000","40779120"
"012690","모나리자","KOSPI",,"5180","-70","-1.33","5260","5290","5140","232334","1206053120","189439100900","36571255"
"005360","모나미","KOSPI",,"5890","150","2.61","5850","6170","5830","4170785","25134979560","111305138230","18897307"
"204210","모두투어리츠","KOSPI",,"3710","-20","-0.54","3725","3730","3655","16838","62113605","29037483650","7826815"
"009680","모토닉","KOSPI",,"13100","0","0.00","13100","13250","12800","63758","832460950","432300000000","33000000"
"009580","무림P&P","KOSPI",,"5420","240","4.63","5240","5460","5110","771775","4129666760","338036316080","62368324"
"009200","무림페이퍼","KOSPI",,"2860","-30","-1.04","2890","2935","2805","198115","566430775","119002626600","41609310"
"033920","무학","KOSPI",,"8190","10","0.12","8250","8250","7850","100195","805374800","233415000000","28500000"
"008420","문배철강","KOSPI",,"6020","200","3.44","5820","6600","5800","14839550","92206559560","123431100100","20503505"
"025560","미래산업","KOSPI",,"3335","0","0.00","0","0","0","0","0","62240868215","18662929"
"007120","미래아이앤지","KOSPI",,"585","14","2.45","571","586","564","1507630","869118602","75748226580","129484148"
"357250","미래에셋맵스리츠","KOSPI",,"5030","-10","-0.20","5040","5040","5000","31829","159662800","101103000000","20100000"
"085620","미래에셋생명","KOSPI",,"4005","10","0.25","4000","4030","3980","140461","562021610","708949836945","177016189"
"006800","미래에셋증권","KOSPI",,"9880","-110","-1.10","10050","10050","9850","1503543","14970771270","6276926111040","635316408"
"00680K","미래에셋증권2우B","KOSPI",,"4870","-5","-0.10","4885","4890","4830","335026","1629530935","681800000000","140000000"
"006805","미래에셋증권우","KOSPI",,"7010","-120","-1.68","7070","7300","6880","262775","1843565140","98671007500","14075750"
"002840","미원상사","KOSPI",,"209500","2500","1.21","208500","211000","205000","3723","774146000","1041215000000","4970000"
"268280","미원에스씨","KOSPI",,"172000","3500","2.08","172500","172500","163500","4009","674916000","877200000000","5100000"
"107590","미원홀딩스","KOSPI",,"118000","-500","-0.42","119000","120000","116500","2538","301501500","273760000000","2320000"
"134380","미원화학","KOSPI",,"76100","-1400","-1.81","77000","77000","76000","1192","90851300","167364294800","2199268"
"003650","미창석유","KOSPI",,"81400","0","0.00","80800","81700","80700","1057","85731700","141609300800","1739672"
"155900","바다로19호","KOSPI",,"2590","0","0.00","2615","2615","2590","12835","33319370","39368010360","15200004"
"003610","방림","KOSPI",,"2605","-5","-0.19","2595","2685","2555","357932","933126505","110228204450","42314090"
"001340","백광산업","KOSPI",,"5140","-100","-1.91","5220","5280","5050","1195553","6168168730","230880611980","44918407"
"035150","백산","KOSPI",,"9400","270","2.96","9530","9800","9210","2397226","22716208270","227480000000","24200000"
"002410","범양건영","KOSPI",,"4085","-30","-0.73","4090","4150","4010","212793","870723155","101438646470","24831982"
"096300","베트남개발1","KOSPI",,"237","1","0.42","238","238","235","514818","121594501","32630210007","137680211"
"007210","벽산","KOSPI",,"4590","235","5.40","4380","4790","4290","9393746","43034854155","314690400000","68560000"
"002760","보락","KOSPI",,"2340","0","0.00","2340","2370","2290","463437","1078003155","140166000000","59900000"
"003850","보령제약","KOSPI",,"24400","-400","-1.61","24200","24850","23900","1770482","42982940750","1271728000000","52120000"
"000890","보해양조","KOSPI",,"1160","0","0.00","1165","1170","1140","3291566","3811185900","158671735640","136785979"
"003000","부광약품","KOSPI",,"21900","-700","-3.10","22550","22750","21900","844861","18794832750","1556280773100","71063049"
"001270","부국증권","KOSPI",,"25300","0","0.00","25300","25500","24800","11749","295476150","262358115800","10369886"
"001275","부국증권우","KOSPI",,"21650","-650","-2.91","22300","22300","21650","3824","83483400","64950000000","3000000"
"026940","부국철강","KOSPI",,"4935","45","0.92","4890","5280","4885","3011058","15367398895","98700000000","20000000"
"015350","부산가스","KOSPI",,"62700","1800","2.96","61300","63200","60400","6175","383256300","689700000000","11000000"
"011390","부산산업","KOSPI",,"130500","-1500","-1.14","132000","133000","129000","10175","1327370000","137808000000","1056000"
"005030","부산주공","KOSPI",,"603","3","0.50","599","613","595","462169","278329204","34280258751","56849517"
"002070","비비안","KOSPI",,"3500","-40","-1.13","3505","3545","3460","430964","1506107500","95181117500","27194605"
"100220","비상교육","KOSPI",,"8190","0","0.00","8120","8280","8010","67688","552161280","106443308790","12996741"
"030790","비케이탑스","KOSPI",,"9130","20","0.22","9150","9490","8830","149844","1365337970","119857261370","13127849"
"005180","빙그레","KOSPI",,"63700","-700","-1.09","64300","64400","62700","40390","2571866000","627524051700","9851241"
"003960","사조대림","KOSPI",,"18950","0","0.00","18950","19050","18700","13543","255631400","173666649650","9164467"
"008040","사조동아원","KOSPI",,"1305","-25","-1.88","1335","1355","1305","1347850","1780806180","184193703000","141144600"
"007160","사조산업","KOSPI",,"48450","-350","-0.72","48800","49500","48100","20879","1014961550","242250000000","5000000"
"014710","사조씨푸드","KOSPI",,"5910","-90","-1.50","6000","6050","5880","211930","1261211430","101761589130","17218543"
"006090","사조오양","KOSPI",,"10450","-100","-0.95","10550","10700","10350","51258","538016300","98467622550","9422739"
"001470","삼부토건","KOSPI",,"2740","-55","-1.97","2800","2805","2730","1420471","3912042290","376877048320","137546368"
"006400","삼성SDI","KOSPI",,"672000","5000","0.75","670000","685000","667000","341060","230136297500","46209764160000","68764530"
"006405","삼성SDI우","KOSPI",,"457500","-500","-0.11","456000","466500","453500","5634","2588617500","740187420000","1617896"
"006660","삼성공조","KOSPI",,"13300","100","0.76","12850","13350","12800","178461","2361682850","108079976200","8126314"
"028260","삼성물산","KOSPI",,"140000","7000","5.26","136500","142500","135500","2039950","285863447500","26164191340000","186887081"
"02826K","삼성물산우B","KOSPI",,"137500","4500","3.38","135000","141000","131000","69601","9533399500","223770937500","1627425"
"207940","삼성바이오로직스","KOSPI",,"800000","9000","1.14","795000","809000","795000","67566","54271510000","52932000000000","66165000"
"032830","삼성생명","KOSPI",,"83000","-1200","-1.43","84900","85300","82800","558159","46769447300","16600000000000","200000000"
"018260","삼성에스디에스","KOSPI",,"184500","-2000","-1.07","186000","188000","184500","142358","26434231500","14276204100000","77377800"
"028050","삼성엔지니어링","KOSPI",,"16950","-50","-0.29","17150","17350","16000","5434368","91519945600","3322200000000","196000000"
"009150","삼성전기","KOSPI",,"184000","-3500","-1.87","189500","191500","184000","530379","99196937500","13743640064000","74693696"
"009155","삼성전기우","KOSPI",,"111500","-1000","-0.89","113500","115500","110500","20275","2270435000","324128716000","2906984"
"005930","삼성전자","KOSPI",,"81700","-400","-0.49","82400","82500","81500","20000973","1638811445660","487731234335000","5969782550"
"005935","삼성전자우","KOSPI",,"73500","-100","-0.14","73900","74400","73500","1847208","136205830724","60482172450000","822886700"
"001360","삼성제약","KOSPI",,"5760","-10","-0.17","5770","5970","5760","1079038","6296860230","386098266240","67030949"
"010140","삼성중공업","KOSPI",,"7410","30","0.41","7450","7580","7270","12635793","94414622160","4668300000000","630000000"
"010145","삼성중공우","KOSPI",,"329000","1000","0.30","333500","334000","322000","2325","764390500","37784005000","114845"
"016360","삼성증권","KOSPI",,"41800","-800","-1.88","42750","43050","41700","569571","24057573000","3732740000000","89300000"
"068290","삼성출판사","KOSPI",,"44350","-1500","-3.27","46600","46650","43850","233558","10566344600","443500000000","10000000"
"029780","삼성카드","KOSPI",,"34800","-250","-0.71","35150","35500","34550","117010","4085525000","4031889406800","115858891"
"000810","삼성화재","KOSPI",,"199000","-3500","-1.73","202500","205500","198500","111342","22293736000","9427592563000","47374837"
"000815","삼성화재우","KOSPI",,"156500","-2000","-1.26","158500","159500","155500","14145","2217877000","499548000000","3192000"
"006110","삼아알미늄","KOSPI",,"11700","550","4.93","11050","11900","10800","464492","5319832100","128700000000","11000000"
"145990","삼양사","KOSPI",,"59700","-200","-0.33","60000","60500","58300","32684","1944574000","615712905300","10313449"
"145995","삼양사우","KOSPI",,"44750","1000","2.29","43900","45300","43900","1137","50823200","16560632500","370070"
"003230","삼양식품","KOSPI",,"91400","1100","1.22","91100","91600","90600","38441","3503988100","688517571000","7533015"
"002170","삼양통상","KOSPI",,"83000","1300","1.59","82500","83000","80500","7890","648479300","249000000000","3000000"
"272550","삼양패키징","KOSPI",,"26150","450","1.75","26050","26250","25300","86966","2256960150","371586374600","14209804"
"000070","삼양홀딩스","KOSPI",,"133000","-500","-0.37","134500","140000","131500","99649","13504209000","1139048043000","8564271"
"000075","삼양홀딩스우","KOSPI",,"78700","1300","1.68","78400","78900","77400","3397","266152400","23929364600","304058"
"002810","삼영무역","KOSPI",,"17350","200","1.17","17200","17400","16900","36426","625832450","320401547800","18466948"
"005680","삼영전자","KOSPI",,"12550","-50","-0.40","12600","12900","12350","93466","1179344750","251000000000","20000000"
"003720","삼영화학","KOSPI",,"2980","-65","-2.13","3045","3065","2850","447591","1324489675","101320000000","34000000"
"023000","삼원강재","KOSPI",,"4300","130","3.12","4170","4390","4130","1790505","7655053560","172000000000","40000000"
"004380","삼익THK","KOSPI",,"16050","450","2.88","15800","16400","15300","220669","3525304350","337050000000","21000000"
"002450","삼익악기","KOSPI",,"1735","0","0.00","1735","1750","1690","615872","1055541280","157071137525","90530915"
"004440","삼일씨엔에스","KOSPI",,"14900","-250","-1.65","15550","15550","14750","116046","1743109850","189706010300","12731947"
"000520","삼일제약","KOSPI",,"10200","480","4.94","9670","10400","9470","450240","4525399020","136790792400","13410862"
"009770","삼정펄프","KOSPI",,"32900","-100","-0.30","33000","33000","32300","3351","109610800","82249045900","2499971"
"005500","삼진제약","KOSPI",,"26800","-50","-0.19","27100","27200","26500","57046","1526724200","372520000000","13900000"
"004690","삼천리","KOSPI",,"85500","-1600","-1.84","86900","86900","85300","21985","1884156700","346704637500","4055025"
"010960","삼호개발","KOSPI",,"5180","-110","-2.08","5290","5310","5090","165168","859152980","129500000000","25000000"
"004450","삼화왕관","KOSPI",,"40800","500","1.24","40300","40850","40250","1754","70859000","87898663200","2154379"
"009470","삼화전기","KOSPI",,"36850","950","2.65","36150","37300","36150","158958","5840134600","243719267000","6613820"
"011230","삼화전자","KOSPI",,"3870","-80","-2.03","3930","3985","3830","71844","280830165","40472227800","10457940"
"001820","삼화콘덴서","KOSPI",,"65700","-1100","-1.65","66900","67500","65600","116895","7707250100","682951500000","10395000"
"000390","삼화페인트","KOSPI",,"13050","-50","-0.38","13250","13350","12800","232353","3042264900","352926196650","27044153"
"001290","상상인증권","KOSPI",,"1370","-10","-0.72","1385","1400","1330","660260","899952605","131668558690","96108437"
"041650","상신브레이크","KOSPI",,"4800","75","1.59","4725","4840","4645","339842","1611603500","103062960000","21471450"
"075180","새론오토모티브","KOSPI",,"5930","-20","-0.34","5950","5980","5850","8428","49740510","113856000000","19200000"
"007540","샘표","KOSPI",,"51800","-700","-1.33","52400","52700","50800","10454","540403800","148966440000","2875800"
"248170","샘표식품","KOSPI",,"48500","-350","-0.72","48850","49100","48150","9609","465783150","221561871000","4568286"
"007860","서연","KOSPI",,"19350","-950","-4.68","20000","20750","19350","1605543","32077702650","454334981400","23479844"
"200880","서연이화","KOSPI",,"9050","-90","-0.98","9090","9380","9010","382317","3515278110","244607354850","27028437"
"017390","서울가스","KOSPI",,"101500","-500","-0.49","102000","102000","99900","1584","159526700","507500000000","5000000"
"004410","서울식품","KOSPI",,"397","5","1.28","393","409","382","35527376","14118164988","146082457536","367965888"
"004415","서울식품우","KOSPI",,"5480","160","3.01","5310","5490","5310","20533","112197320","12190260000","2224500"
"021050","서원","KOSPI",,"2790","-30","-1.06","2820","2920","2750","2086640","5911418440","132454106100","47474590"
"008490","서흥","KOSPI",,"54300","100","0.18","54200","54600","53000","33728","1817276600","628202835900","11569113"
"007610","선도전기","KOSPI",,"4005","60","1.52","3940","4065","3900","484163","1938085970","72090000000","18000000"
"136490","선진","KOSPI",,"19250","250","1.32","19000","19700","18350","322324","6172913950","457757377000","23779604"
"014910","성문전자","KOSPI",,"2195","-50","-2.23","2235","2235","2165","117460","258078625","42773651115","19486857"
"014915","성문전자우","KOSPI",,"8750","-50","-0.57","8840","8840","8730","4340","37920430","5250000000","600000"
"003080","성보화학","KOSPI",,"4855","0","0.00","4855","4905","4750","127223","613543440","97197100000","20020000"
"004980","성신양회","KOSPI",,"10600","-150","-1.40","10800","11000","10350","502761","5364020650","259870373800","24516073"
"004985","성신양회우","KOSPI",,"16650","50","0.30","16350","16900","16350","13865","229851600","12248489250","735645"
"011300","성안","KOSPI",,"787","0","0.00","0","0","0","0","0","44747135820","56857860"
"000180","성창기업지주","KOSPI",,"2830","-45","-1.57","2870","2880","2785","1511314","4291797505","197397028000","69751600"
"002420","세기상사","KOSPI",,"6160","0","0.00","0","0","0","0","0","25107667200","4075920"
"004360","세방","KOSPI",,"14600","200","1.39","14400","14800","13850","301443","4319768100","281906874000","19308690"
"004365","세방우","KOSPI",,"8700","250","2.96","8400","8700","8360","17820","152646570","32096475000","3689250"
"004490","세방전지","KOSPI",,"88600","-1300","-1.45","89200","90800","87400","119297","10626188200","1240400000000","14000000"
"001430","세아베스틸","KOSPI",,"27400","800","3.01","26850","28900","26500","1111553","30506087450","982622060600","35862119"
"306200","세아제강","KOSPI",,"125000","9000","7.76","118500","127000","116500","129675","15916756000","354537500000","2836300"
"003030","세아제강지주","KOSPI",,"77600","800","1.04","76800","81000","76400","39135","3073322500","321392583200","4141657"
"019440","세아특수강","KOSPI",,"18300","1000","5.78","17300","18450","16750","253261","4486895000","156831000000","8570000"
"058650","세아홀딩스","KOSPI",,"106000","4500","4.43","101500","107500","100500","4791","501862500","424000000000","4000000"
"013000","세우글로벌","KOSPI",,"2470","0","0.00","0","0","0","0","0","70901426570","28705031"
"091090","세원이앤씨","KOSPI",,"1780","-5","-0.28","1785","1800","1745","517729","916239510","126177804460","70886407"
"021820","세원정공","KOSPI",,"8090","0","0.00","0","0","0","0","0","80900000000","10000000"
"067830","세이브존I&C","KOSPI",,"4040","-110","-2.65","4150","4180","4040","207180","844920330","165805215800","41040895"
"033530","세종공업","KOSPI",,"8820","-20","-0.23","8840","8970","8710","152980","1351132250","245380876020","27820961"
"075580","세진중공업","KOSPI",,"6970","30","0.43","6930","7120","6720","1114172","7752638800","396240708320","56849456"
"027970","세하","KOSPI",,"2300","60","2.68","2255","2300","2185","1342553","3020965270","132394893100","57562997"
"145210","세화아이엠씨","KOSPI",,"614","11","1.82","603","628","600","1363138","836583230","96771198410","157607815"
"308170","센트랄모텍","KOSPI",,"29450","-1050","-3.44","30050","30950","29400","215994","6476305250","253564500000","8610000"
"012600","센트럴인사이트","KOSPI",,"2490","0","0.00","0","0","0","0","0","33838831080","13589892"
"068270","셀트리온","KOSPI",,"268500","-1500","-0.56","270500","277000","264000","1036746","279980551000","36973370418000","137703428"
"336370","솔루스첨단소재","KOSPI",,"51200","1550","3.12","50300","51800","49850","657917","33551166250","1566195609600","30589758"
"33637K","솔루스첨단소재1우","KOSPI",,"16800","300","1.82","16700","17100","16500","24975","420080950","123755520000","7366400"
"33637L","솔루스첨단소재2우B","KOSPI",,"28600","1750","6.52","26900","28650","26850","11822","330143900","47077030000","1646050"
"248070","솔루엠","KOSPI",,"24550","-450","-1.80","25150","25650","24500","676729","16828575950","1205213976450","49092219"
"004430","송원산업","KOSPI",,"21850","50","0.23","21650","22550","21450","368347","8070000600","524400000000","24000000"
"017550","수산중공업","KOSPI",,"6010","-790","-11.62","6660","6730","5990","5194768","32531649190","324450829630","53985163"
"053210","스카이라이프","KOSPI",,"8810","-90","-1.01","8850","8950","8770","195571","1803022060","421311520460","47821966"
"134790","시디즈","KOSPI",,"69300","800","1.17","68300","69600","68200","11063","759259400","138600000000","2000000"
"016590","신대양제지","KOSPI",,"81100","-200","-0.25","81300","81800","78200","20039","1611647000","326815320200","4029782"
"029530","신도리코","KOSPI",,"32850","800","2.50","32100","33000","31300","46206","1505513300","331128952650","10080029"
"004970","신라교역","KOSPI",,"11350","-300","-2.58","11650","11650","11200","41689","472478200","181600000000","16000000"
"011930","신성이엔지","KOSPI",,"3175","-30","-0.94","3225","3275","3160","2098000","6717865485","643914752300","202807796"
"005390","신성통상","KOSPI",,"1815","-10","-0.55","1825","1865","1800","992973","1821168255","260830727850","143708390"
"004170","신세계","KOSPI",,"300000","9500","3.27","289000","300000","287500","270085","79843826500","2953554300000","9845181"
"035510","신세계 I&C","KOSPI",,"186000","4000","2.20","181500","188000","178500","22293","4087518500","319920000000","1720000"
"034300","신세계건설","KOSPI",,"46000","100","0.22","45900","46850","45500","38311","1766059800","184000000000","4000000"
"031430","신세계인터내셔날","KOSPI",,"200500","5500","2.82","195500","201500","192000","35839","7049614500","1431570000000","7140000"
"031440","신세계푸드","KOSPI",,"80400","-200","-0.25","80500","81300","78600","12303","984360100","311347392000","3872480"
"006880","신송홀딩스","KOSPI",,"5130","-80","-1.54","5210","5300","5010","23634","122145280","60682041540","11828858"
"005800","신영와코루","KOSPI",,"105500","-1000","-0.94","105000","106500","103000","4730","494417500","94950000000","900000"
"001720","신영증권","KOSPI",,"62000","-400","-0.64","62600","62600","61200","8253","509968100","581946694000","9386237"
"001725","신영증권우","KOSPI",,"61800","-100","-0.16","62400","62400","61100","2415","148209100","435922553400","7053763"
"009270","신원","KOSPI",,"1715","145","9.24","1570","1725","1550","6293976","10494367605","145847885785","85042499"
"009275","신원우","KOSPI",,"42350","2050","5.09","40950","42550","40800","5150","225767850","3842839000","90740"
"002700","신일전자","KOSPI",,"2225","-50","-2.20","2270","2270","2190","1936853","4318781845","158080734225","71047521"
"019170","신풍제약","KOSPI",,"74200","-5800","-7.25","78900","79200","73700","2654793","201369134800","3931486258000","52984990"
"019175","신풍제약우","KOSPI",,"77900","-5500","-6.59","83000","83400","76400","45180","3581468200","171380000000","2200000"
"002870","신풍제지","KOSPI",,"3510","0","0.00","3550","3625","3415","341223","1203439945","122705037000","34958700"
"293940","신한알파리츠","KOSPI",,"8130","80","0.99","8050","8210","8020","162869","1321406240","425443899990","52330123"
"055550","신한지주","KOSPI",,"39500","-50","-0.13","39800","39900","39150","1435607","56757708050","20405682383000","516599554"
"001770","신화실업","KOSPI",,"32250","-400","-1.23","32600","33050","30800","36168","1160824800","39179815500","1214878"
"004080","신흥","KOSPI",,"14500","450","3.20","14050","14750","13800","16712","237461650","137750000000","9500000"
"102280","쌍방울","KOSPI",,"623","-11","-1.74","635","641","622","2823882","1774984961","149419609780","239838860"
"003410","쌍용C&E","KOSPI",,"7730","-90","-1.15","7840","7890","7630","2328198","18070882490","3894834669350","503859595"
"003620","쌍용차","KOSPI",,"2770","0","0.00","0","0","0","0","0","415056805540","149840002"
"004770","써니전자","KOSPI",,"3620","10","0.28","3595","3710","3595","466769","1703736275","126138939820","34845011"
"015540","쎌마테라퓨틱스","KOSPI",,"6410","0","0.00","0","0","0","0","0","86229499400","13452340"
"004920","씨아이테크","KOSPI",,"1770","-80","-4.32","1835","1845","1720","478800","852105215","44375266440","25070772"
"112610","씨에스윈드","KOSPI",,"73300","-500","-0.68","74100","76200","73200","428707","31922354300","3091163839900","42171403"
"008700","아남전자","KOSPI",,"2770","-20","-0.72","2815","2830","2735","732843","2040189365","213635751400","77124820"
"002790","아모레G","KOSPI",,"75200","2500","3.44","71900","76700","70500","770210","57140754800","6200855136000","82458180"
"00279K","아모레G3우(전환)","KOSPI",,"45700","900","2.01","44750","45950","43900","31029","1401687500","324113540000","7092200"
"002795","아모레G우","KOSPI",,"25050","550","2.24","24900","25500","24000","167446","4174547950","161416438500","6443770"
"090430","아모레퍼시픽","KOSPI",,"277000","7000","2.59","270000","278000","264000","382553","104583843972","16193001730000","58458490"
"090435","아모레퍼시픽우","KOSPI",,"88600","100","0.11","88900","89600","86600","83689","7394919200","935423738000","10557830"
"002030","아세아","KOSPI",,"130000","-1000","-0.76","130000","131500","125500","5953","768229500","284833120000","2191024"
"183190","아세아시멘트","KOSPI",,"120500","-500","-0.41","121000","122000","114500","28772","3404311000","469444984500","3895809"
"002310","아세아제지","KOSPI",,"57000","2600","4.78","53600","58400","52000","160532","8929326500","510520614000","8956502"
"012170","아센디오","KOSPI",,"1105","0","0.00","0","0","0","0","0","68534900070","62022534"
"267850","아시아나IDT","KOSPI",,"22200","-450","-1.99","22450","22600","22150","35810","798723400","246420000000","11100000"
"020560","아시아나항공","KOSPI",,"14900","0","0.00","14950","15000","14850","296848","4425322600","1108735283600","74411764"
"122900","아이마켓코리아","KOSPI",,"13300","1350","11.30","11950","14200","11850","4716909","62076801650","444603572000","33428840"
"010780","아이에스동서","KOSPI",,"68000","900","1.34","67100","69400","65700","115069","7778915200","2100697208000","30892606"
"001780","알루코","KOSPI",,"4975","0","0.00","5020","5150","4970","1867554","9408858330","413956232925","83207283"
"018250","애경산업","KOSPI",,"25200","-200","-0.79","25500","25600","24800","138289","3490764200","665530362000","26409935"
"161000","애경유화","KOSPI",,"14000","-100","-0.71","14100","14400","13500","438995","6169894450","448560000000","32040000"
"011090","에넥스","KOSPI",,"2140","35","1.66","2110","2280","2045","4093406","8914102245","128382111740","59991641"
"005850","에스엘","KOSPI",,"23200","50","0.22","23300","23600","22900","150055","3486385350","1118316026400","48203277"
"012750","에스원","KOSPI",,"81700","100","0.12","81500","82300","81500","88675","7261942720","3104532842600","37999178"
"023960","에쓰씨엔지니어링","KOSPI",,"4610","0","0.00","4610","4640","4560","290647","1333950900","132800671070","28807087"
"298690","에어부산","KOSPI",,"3510","-30","-0.85","3540","3555","3490","361154","1267524655","288065700000","82070000"
"140910","에이리츠","KOSPI",,"11450","100","0.88","11400","11700","11400","88570","1018684450","48289115500","4217390"
"078520","에이블씨엔씨","KOSPI",,"7380","-110","-1.47","7490","7550","7310","83093","613769020","199506927420","27033459"
"015260","에이엔피","KOSPI",,"1415","-5","-0.35","1420","1470","1415","86421","123763465","30884368735","21826409"
"007460","에이프로젠 KIC","KOSPI",,"2160","50","2.37","2110","2160","2075","4360118","9232793255","402049606320","186134077"
"003060","에이프로젠제약","KOSPI",,"1230","15","1.23","1230","1265","1215","3763646","4661894095","490248193410","398575767"
"244920","에이플러스에셋","KOSPI",,"9390","230","2.51","9290","9620","9170","417317","3940425080","212286237270","22607693"
"036570","엔씨소프트","KOSPI",,"837000","2000","0.24","832000","847000","831000","70652","59195733560","18375516414000","21954022"
"138250","엔에스쇼핑","KOSPI",,"12400","50","0.40","12350","12600","12100","98309","1213794950","417830400000","33696000"
"085310","엔케이","KOSPI",,"1315","0","0.00","1315","1330","1285","723617","947405525","105178107880","79983352"
"009810","엔케이물산","KOSPI",,"617","-5","-0.80","618","630","606","1472559","907910267","49013992570","79439210"
"900140","엘브이엠씨홀딩스","KOSPI",,"3695","-55","-1.47","3740","3765","3650","499803","1837583445","367487322415","99455297"
"014440","영보화학","KOSPI",,"5020","220","4.58","4800","5020","4700","1007637","4923592250","100400000000","20000000"
"111770","영원무역","KOSPI",,"42650","1400","3.39","41350","43800","41350","315956","13585286750","1889884110200","44311468"
"009970","영원무역홀딩스","KOSPI",,"45900","-100","-0.22","46000","46350","45550","28102","1290948250","625873672800","13635592"
"003520","영진약품","KOSPI",,"6460","-60","-0.92","6520","6760","6360","2308739","15186875380","1181487042260","182892731"
"000670","영풍","KOSPI",,"710000","21000","3.05","691000","725000","690000","5351","3793049000","1307848400000","1842040"
"006740","영풍제지","KOSPI",,"6960","90","1.31","6950","7000","6800","129437","894398490","154512000000","22200000"
"012280","영화금속","KOSPI",,"1995","45","2.31","1955","2015","1940","1495603","2958731400","106522037475","53394505"
"012160","영흥","KOSPI",,"1210","-5","-0.41","1215","1275","1205","2692708","3333056220","116631832240","96389944"
